scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	gene_count_per_window	cM/Mb	Fst_aridus_longiflorus	Fst_aridus_longiflorus_island	Fst_aridus_parviflorus	Fst_aridus_calycinus	Fst_longiflorus_longiflorus_island	Fst_longiflorus_parviflorus	Fst_longiflorus_calycinus	Fst_longiflorus_island_parviflorus	Fst_longiflorus_island_calycinus	Fst_parviflorus_calycinus	average_dxy_ari_par	average_dxy_lon_isl_lon	average_dxy_par_isl_lon
LG1	10800001	10900000	10847018	10153	5458	339.5527	109.8314	0.5112	0.3947	0.1636	12		0.3661	0.3813	0.4323	0.4632	0.1353	0.2754	0.0334	0.162	0.1597	0.2883	0.020861671212817	0.014327729671189	0.012622139381926
LG1	10900001	11000000	10950256	9087	4611	387.7285	36.252	0.829	0.6555	0.3299	11		0.3504	0.4347	0.4518	0.3792	0.284	0.3829	0.0056	0.1128	0.2674	0.3537	0.016439886066966	0.015532003054165	0.009022556570661
LG1	11000001	11100000	11050021	7401	3504	161.0013	74.6445	0.3665	0.2195	0.0993	6		0.3311	0.3433	0.3613	0.3409	0.2259	0.2895	0.0366	0.181	0.2206	0.2729	0.020077560705431	0.017431962093912	0.015103461386879
LG1	11100001	11200000	11146255	8851	4899	194.1797	86.4661	0.3838	0.1476	0.0742	11	2.261491618	0.5	0.4802	0.525	0.5222	0.1425	0.3966	0.0159	0.3841	0.1258	0.365	0.016720595182686	0.009586267348022	0.013595750004063
LG1	11200001	11300000	11253959	6292	3683	144.8311	59.8389	0.4153	0.1944	0.1049	8	2.610947927	0.4988	0.3953	0.4021	0.465	0.1916	0.3679	0.0819	0.309	0.1651	0.3312	0.011439452759979	0.006541794304223	0.008773626265816
LG1	11300001	11400000	11350168	9383	4936	145.2741	75.709	0.3148	0.1117	0.0621	14	3.320885673	0.4756	0.3912	0.3603	0.4681	0.175	0.3925	0.0684	0.333	0.1535	0.3449	0.015570679338873	0.009665828452955	0.014299003989467
LG1	11400001	11500000	11443365	4553	2396	130.1107	73.5169	0.2779	0.2084	0.1226	11		0.2223	0.3399	0.1847	0.2468	0.1705	0.1657	0.0511	0.1933	0.1079	0.1237	0.015178839910895	0.011205080237169	0.012666544005745
LG1	11500001	11600000	11549048	7981	3867	123.4613	105.7816	0.0771	0.0323	0.0196	13	1.247022955	0.2785	0.3152	0.3739	0.2499	0.1261	0.3623	0.0714	0.3874	0.1633	0.2921	0.012335063446341	0.008567840175957	0.011846842671405
LG1	11600001	11700000	11650068	8721	4564	230.0413	122.9111	0.3035	0.1462	0.0829	16	2.794335073	0.4245	0.4716	0.4	0.3743	0.2239	0.2603	0.0913	0.3535	0.1889	0.2239	0.016926510280591	0.011225646025168	0.01437105390531
LG1	11700001	11800000	11749912	6030	3121	118.9821	78.1514	0.2071	0.0922	0.0549	9	1.775112344	0.2856	0.3751	0.2534	0.3149	0.0728	0.2797	0.0122	0.3645	0.0682	0.2607	0.017197613741894	0.010212219692904	0.017099374260596
LG1	11800001	11900000	11853440	8069	4646	230.2731	80.8564	0.4802	0.2247	0.1288	14	0.28893844	0.4061	0.3993	0.3967	0.4016	0.12	0.3111	0.0394	0.3269	0.1215	0.2853	0.015441374564628	0.009214678391577	0.012789875488627
LG1	11900001	12000000	11947969	8733	4623	121.527	144.1676	-0.0852	-0.0297	-0.0173	12	3.932895955	0.553	0.6076	0.4379	0.5594	0.2339	0.4641	0.1069	0.5266	0.2555	0.4186	0.014038342638231	0.00730637648981	0.015269687403741
LG1	12000001	12100000	12051798	6027	3290	62.4674	14.2383	0.6288	0.0841	0.0574	6	0	0.7095	0.6825	0.5907	0.6374	0.3649	0.6968	0.2299	0.6884	0.1241	0.6053	0.007473853321143	0.004211444141276	0.009269301672725
LG1	12100001	12200000	12151088	5417	3202	78.1813	20.0355	0.592	0.1019	0.0677	14		0.6384	0.6721	0.5705	0.5632	0.1233	0.6413	0.1047	0.677	0.1856	0.5527	0.009461813105074	0.004740286527368	0.011685433000312
LG1	12200001	12300000	12262028	6412	3393	105.7699	53.4391	0.3287	0.1012	0.0593	11	0	0.4802	0.625	0.3152	0.5869	0.2018	0.3557	0.1202	0.4496	0.2353	0.3768	0.011575370798724	0.008047685144197	0.014218530819539
LG1	12300001	12400000	12349437	7311	3947	214.7718	50.1286	0.6215	0.4164	0.2036	9	0	0.4391	0.4395	0.3527	0.4719	0.1471	0.2027	0.1249	0.1899	0.2138	0.1837	0.011942602304425	0.006075292138178	0.007095463893034
LG1	12400001	12500000	12450983	6501	3813	205.1637	102.2731	0.3347	0.1499	0.1022	10	5.282222336	0.2455	0.3183	0.3155	0.2602	0.1798	0.2795	0.0445	0.3113	0.2415	0.2626	0.01891536681001	0.012847917432817	0.016372701680121
LG1	12500001	12600000	12546105	7818	4253	134.2747	57.3893	0.4011	0.1317	0.0791	18	6.832487245	0.3972	0.5579	0.3559	0.4195	0.1361	0.2894	0.0228	0.423	0.1119	0.2831	0.010835893347091	0.006615766133086	0.010861247131672
LG1	12600001	12700000	12648092	5340	2266	7.0238	8.2555	-0.0806	-0.003	-0.0024	6	0	0.4901	0.6915	0.2952	0.4818	0.3438	0.6162	0.0058	0.7721	0.2928	0.5811	0.004730814709588	0.00444608919506	0.009520367934004
LG1	12700001	12800000	12744264	4881	2256	90.8457	34.0098	0.4552	0.0998	0.0659	12	4.935682435	0.5406	0.6081	0.5696	0.5094	0.1912	0.5367	0.0407	0.6254	0.1356	0.4793	0.011818847500106	0.00604221939505	0.011753979865175
LG1	12800001	12900000	12856418	8066	3819	66.1364	128.014	-0.3187	-0.0925	-0.054	15	0.078419072	0.4735	0.4966	0.4823	0.5044	0.1845	0.524	0.0333	0.5639	0.2282	0.5147	0.016371540633175	0.008273210461443	0.017540095158866
LG1	12900001	13000000	12950378	6861	3664	207.6911	54.751	0.5828	0.2821	0.1546	11		0.5579	0.4492	0.3967	0.5454	0.1707	0.3768	0.0496	0.2961	0.1454	0.3291	0.017000323309089	0.009572192223255	0.01358564183747
LG1	13000001	13100000	13048164	6836	3676	104.5264	50.5238	0.3483	0.0991	0.0591	11	4.865639877	0.531	0.5094	0.5553	0.5737	0.1295	0.5157	0.0549	0.5112	0.1652	0.5085	0.010899171282153	0.005505790497623	0.010075642834404
LG1	13100001	13200000	13146318	6775	3759	107.389	27.1989	0.5958	0.16	0.0946	14	1.407853985	0.4986	0.4677	0.479	0.5037	0.1097	0.488	0.026	0.4482	0.1098	0.4547	0.009744306318461	0.005420878649286	0.009215976057355
LG1	13200001	13300000	13255233	7383	3571	135.2028	65.3903	0.348	0.1294	0.0743	11	1.253834867	0.4551	0.4695	0.4632	0.5676	0.1723	0.409	0.073	0.3949	0.2622	0.4451	0.012713464833999	0.00768867724003	0.010634982332327
LG1	13300001	13400000	13347152	6601	3723	137.4749	72.4489	0.3098	0.1198	0.0622	10	5.468228329	0.5614	0.562	0.4807	0.6443	0.1109	0.3877	0.0856	0.4283	0.154	0.418	0.013055775376354	0.005819344288325	0.01087161920719
LG1	13400001	13500000	13452811	7423	3654	166.8421	32.0244	0.6779	0.2016	0.1169	14	1.048512	0.559	0.7607	0.5617	0.5715	0.3849	0.4414	0.0884	0.6262	0.3884	0.4173	0.012374344681029	0.005487914335577	0.008981373567087
LG1	13500001	13600000	13548552	7351	3856	64.0212	51.016	0.1131	0.0198	0.0117	14	1.942600613	0.5776	0.6577	0.5555	0.6129	0.2108	0.5232	0.1067	0.595	0.227	0.5031	0.011547862920242	0.006093058739052	0.012368228314849
LG1	13600001	13700000	13650410	6554	3686	47.1335	64.5319	-0.1558	-0.0299	-0.0169	10		0.5867	0.5525	0.5892	0.6136	0.0963	0.5774	0.105	0.5528	0.1402	0.5499	0.011357300487484	0.005302909002159	0.011898586705078
LG1	13700001	13800000	13751913	6622	3807	87.0173	46.0485	0.3079	0.0787	0.0414	13	0	0.5805	0.6189	0.5309	0.6542	0.0602	0.4327	0.072	0.4671	0.1687	0.4262	0.010574819738799	0.00476197247329	0.009734468095867
LG1	13800001	13900000	13850648	7187	4155	90.3838	58.4593	0.2145	0.0643	0.0351	19	2.089268197	0.4697	0.4558	0.4179	0.4481	0.1014	0.3692	0.1752	0.3834	0.1609	0.3395	0.010616779137855	0.006635963360173	0.010636271770274
LG1	13900001	14000000	13953250	6573	3521	77.5075	71.6559	0.0392	0.0115	0.0064	10	0	0.4688	0.4806	0.4065	0.5154	0.1054	0.3884	0.0546	0.4123	0.1551	0.3764	0.012751506572067	0.008240517048382	0.013725350351976
LG1	14000001	14100000	14047371	6343	3569	52.863	44.7718	0.0829	0.0176	0.0098	16	0	0.4973	0.5454	0.4693	0.4986	0.1284	0.4466	0.0333	0.5026	0.1526	0.4042	0.010951072364888	0.005882726986445	0.010803441929185
LG1	14100001	14200000	14146663	5956	2829	220.8138	35.3216	0.7242	0.5522	0.2497	9	2.543449831	0.4697	0.4842	0.5238	0.4764	0.0728	0.1945	0.1411	0.1687	0.1999	0.3047	0.013522454512667	0.006790356037403	0.006582782541305
LG1	14200001	14300000	14250732	7671	4305	246.1911	47.8421	0.6746	0.4322	0.2075	15	0	0.5706	0.3972	0.4702	0.5246	0.174	0.4157	0.0453	0.1773	0.1166	0.3395	0.01336385985741	0.00801040594938	0.008308699535986
LG1	14300001	14400000	14348404	7405	4078	173.7243	39.0238	0.6331	0.279	0.1394	10	0.783099524	0.597	0.4178	0.524	0.5779	0.1765	0.5121	0.1138	0.2682	0.1331	0.4557	0.012406105162218	0.007474347854929	0.008858192502865
LG1	14400001	14500000	14449809	6233	3427	164.6185	42.0716	0.5929	0.3384	0.1527	13		0.6478	0.439	0.5582	0.6385	0.2199	0.527	0.0873	0.2368	0.1864	0.4792	0.009689482102968	0.006120530978973	0.006300720085434
LG1	14500001	14600000	14549665	6466	3648	179.5885	61.7161	0.4885	0.2915	0.1341	13	0	0.5427	0.4196	0.5755	0.5683	0.1422	0.4738	0.0634	0.26	0.1343	0.4477	0.012587582918999	0.007496555969526	0.008497035189562
LG1	14600001	14700000	14648321	7136	3652	88.7181	44.6582	0.3303	0.0737	0.0434	12	4.512001202	0.4794	0.5538	0.5007	0.5021	0.2373	0.4564	0.1096	0.4948	0.284	0.4254	0.013098499838735	0.00788606294264	0.011729761251929
LG1	14700001	14800000	14748666	6394	3477	146.583	51.3252	0.4813	0.1912	0.1096	15	5.977858349	0.5637	0.5346	0.3348	0.4608	0.3905	0.3712	0.1779	0.3805	0.106	0.2623	0.012468975143727	0.009781637637747	0.011480413897942
LG1	14800001	14900000	14847919	6726	3702	93.8923	73.2751	0.1233	0.0344	0.0184	14	4.201995451	0.6285	0.7086	0.5836	0.5636	0.1426	0.5405	0.1287	0.5983	0.233	0.4816	0.011780365008427	0.003967912652561	0.010447053427359
LG1	14900001	15000000	14951561	7611	4056	142.8252	47.596	0.5001	0.159	0.086	9	1.214770059	0.5732	0.5971	0.5007	0.5473	0.129	0.429	0.0639	0.4651	0.1601	0.3546	0.013377331378096	0.00542589102268	0.010907224446265
LG1	15000001	15100000	15055174	6514	3654	99.5576	36.2607	0.466	0.1846	0.0871	12	1.753980904	0.5226	0.5624	0.2871	0.5499	0.0798	0.2126	0.0352	0.2559	0.092	0.188	0.011176423129118	0.004478743451609	0.00894784023374
LG1	15100001	15200000	15142967	5456	2852	108.7207	52.3249	0.3502	0.1796	0.0926	7	1.663916973	0.6057	0.4428	0.3512	0.5195	0.157	0.3852	0.1953	0.2477	0.1851	0.3243	0.012106599807578	0.005673034408117	0.009612594098594
LG1	15200001	15300000	15246924	6750	3598	111.7822	68.3369	0.2412	0.1072	0.0504	14	0	0.4799	0.4718	0.4064	0.5086	0.1805	0.2644	0.0547	0.3042	0.1618	0.2544	0.012676814439326	0.008174244128898	0.010722741625622
LG1	15300001	15400000	15355355	5942	3212	75.5612	26.5143	0.4805	0.1205	0.063	14	1.207056639	0.5111	0.5698	0.4533	0.549	0.2091	0.347	0.0671	0.4123	0.193	0.3222	0.010612814495438	0.007537238516991	0.010584741568267
LG1	15400001	15500000	15451169	6214	3695	168.429	46.8483	0.5648	0.2187	0.1165	18	3.532408826	0.6616	0.6059	0.4963	0.684	0.2065	0.3801	0.0865	0.3818	0.2082	0.3345	0.01101376920804	0.005386397987894	0.0089755219363
LG1	15500001	15600000	15552111	5706	3173	53.2174	47.1341	0.0606	0.0093	0.0056	13	2.029284131	0.6128	0.7763	0.5458	0.6176	0.3433	0.5234	0.0996	0.6417	0.2751	0.4843	0.011441843924033	0.005478620282701	0.011287321031077
LG1	15600001	15700000	15648625	4262	2520	47.6195	73.6559	-0.2147	-0.058	-0.036	15	3.958628655	0.495	0.5035	0.4108	0.492	0.127	0.4426	0.0151	0.4726	0.1411	0.3953	0.012440242365004	0.005130024732623	0.012979256709785
LG1	15700001	15800000	15757973	4759	2679	56.8724	39.2917	0.1828	0.0441	0.0255	13		0.5355	0.5314	0.4818	0.5981	0.1427	0.4504	0.0798	0.48	0.1566	0.459	0.010033216944816	0.005405571272652	0.009903317161494
LG1	15800001	15900000	15850697	5939	3328	59.3854	19.0365	0.5145	0.0859	0.0506	13	5.764780438	0.6218	0.6537	0.4554	0.6203	0.2604	0.5114	0.0854	0.5408	0.2148	0.4633	0.007656418767677	0.004133018339632	0.008342611545823
LG1	15900001	16000000	15947653	6229	3391	113.6178	67.9746	0.2513	0.0799	0.0479	9	0.053296949	0.5039	0.5548	0.4632	0.4582	0.1402	0.4632	0.0661	0.5256	0.1611	0.4047	0.014189050733423	0.007090170888512	0.014115570715956
LG1	16000001	16100000	16047873	5777	2874	98.7119	48.7614	0.3387	0.0908	0.0567	13	0	0.4742	0.741	0.5634	0.6228	0.3214	0.416	0.2215	0.6212	0.4771	0.5162	0.008992117227561	0.005080348169273	0.007765094675196
LG1	16100001	16200000	16152080	6902	3512	84.2259	70.9759	0.0854	0.0237	0.0145	15	2.208431338	0.4821	0.6126	0.4818	0.5382	0.3013	0.4778	0.0889	0.5857	0.348	0.4804	0.010826887575696	0.005392465310041	0.009743598430771
LG1	16200001	16300000	16249046	6046	3414	32.4421	134.252	-0.6108	-0.146	-0.0874	19	4.687048727	0.6691	0.7254	0.5932	0.5995	0.4477	0.7047	0.0842	0.7496	0.2659	0.6271	0.011008946877029	0.003823207642143	0.01185107400775
LG1	16300001	16400000	16352025	5890	2519	69.4284	19.8945	0.5545	0.1024	0.065	15	0	0.5833	0.6419	0.5204	0.5702	0.3142	0.5612	0.0623	0.6204	0.2665	0.5134	0.009208107384038	0.004557702600269	0.008781272392657
LG1	16400001	16500000	16449125	5395	2816	306.7376	37.3965	0.7827	0.3259	0.233	14	0.030042507	0.6898	0.7029	0.6754	0.6357	0.1711	0.5648	0.1441	0.6237	0.2169	0.4756	0.013465064116746	0.003913946914702	0.009547058643153
LG1	16500001	16600000	16548177	5663	3166	58.001	78.4593	-0.1499	-0.0403	-0.0258	13	0	0.4851	0.5374	0.4761	0.4211	0.2284	0.6349	0.1125	0.6828	0.2398	0.5549	0.009679088956447	0.002821117690802	0.009028690002755
LG1	16600001	16700000	16651103	5588	3006	95.2399	27.6514	0.55	0.1651	0.0873	10		0.5644	0.5388	0.5398	0.5928	0.2366	0.495	0.2037	0.4525	0.1467	0.4252	0.011016197602656	0.006502777950466	0.008673178331735
LG1	16700001	16800000	16748020	5924	3067	58.8691	49.6035	0.0854	0.0154	0.0102	19	5.494425417	0.5913	0.6973	0.4886	0.5366	0.3365	0.5817	0.0956	0.6603	0.2712	0.4928	0.008413786909423	0.003937318799364	0.009479474572232
LG1	16800001	16900000	16847446	5758	3125	140.0482	131.0846	0.0331	0.0179	0.0101	19		0.5351	0.5196	0.601	0.5703	0.204	0.5249	0.2022	0.5015	0.1949	0.4258	0.010110622966643	0.00447337392376	0.008189760159215
LG1	16900001	17000000	16945197	4888	1995	242.0449	66.972	0.5665	0.347	0.1965	15	0	0.4518	0.6162	0.4864	0.6088	0.1694	0.2556	0.0921	0.3502	0.1479	0.2852	0.020505629495092	0.008413999628579	0.010950104012921
LG1	17000001	17100000	17047097	5515	2765	48.2194	237.0501	-0.6619	-0.4767	-0.1601	14	5.374281581	0.6353	0.6618	0.7119	0.5972	0.1324	0.5917	0.0645	0.6136	0.1301	0.5363	0.012861188703182	0.003670651437959	0.009234396259084
LG1	17100001	17200000	17150350	6429	3640	179.1846	35.9893	0.6655	0.2697	0.1575	17	0	0.547	0.6264	0.4766	0.5635	0.2207	0.4419	0.0453	0.5296	0.1895	0.4196	0.010709149501674	0.003450873178159	0.007254945839729
LG1	17200001	17300000	17252025	6370	3673	38.4876	72.2402	-0.3048	-0.0503	-0.0344	12	4.561533882	0.4241	0.5953	0.4062	0.5085	0.1854	0.4499	0.0734	0.606	0.1907	0.5026	0.010707094389585	0.005281954646797	0.012808645262036
LG1	17300001	17400000	17347755	5611	3215	72.4684	28.6715	0.433	0.0906	0.0567	16	0.187649033	0.5918	0.5985	0.521	0.5624	0.1036	0.5959	0.0518	0.614	0.0888	0.5378	0.007535128662072	0.001898064721182	0.006573115467641
LG1	17400001	17500000	17450844	6047	3290	121.4131	29.0589	0.6138	0.2258	0.1359	16	3.451958382	0.4511	0.4383	0.3332	0.4337	0.0836	0.3379	0.0624	0.3182	0.083	0.2737	0.008728119528002	0.00377499178337	0.007295357261026
LG1	17500001	17600000	17556521	5467	3076	43.2021	28.835	0.1994	0.0332	0.0172	15	4.033965254	0.5056	0.6153	0.4567	0.5369	0.1539	0.4513	0.0186	0.5203	0.1272	0.4196	0.0103203306116	0.005688239291485	0.011540512900468
LG1	17600001	17700000	17650495	6457	3525	51.8831	25.8024	0.3357	0.0618	0.0347	15	1.211547075	0.5597	0.5873	0.4786	0.593	0.1317	0.475	0.0486	0.5054	0.1388	0.449	0.00802057472501	0.004174949279863	0.008518616416378
LG1	17700001	17800000	17747196	6466	3912	173.4945	27.4606	0.7267	0.2917	0.1514	20	5.764883992	0.6226	0.5864	0.6019	0.5496	0.1611	0.4942	0.1068	0.4625	0.1095	0.3517	0.010627307501415	0.005080069634622	0.008247048301311
LG1	17800001	17900000	17843512	6124	3713	78.4727	51.168	0.2106	0.0567	0.0303	12	6.173265327	0.5852	0.6218	0.4936	0.5593	0.164	0.4562	0.0833	0.511	0.1733	0.3958	0.012301594992151	0.005409442778824	0.010954948144106
LG1	17900001	18000000	17950602	5400	2987	57.418	36.5742	0.2218	0.0437	0.0271	15	0	0.5524	0.5196	0.4631	0.5821	0.0624	0.5149	0.0374	0.512	0.0859	0.4907	0.009352139558477	0.003755033313947	0.009399886643662
LG1	18000001	18100000	18045957	6207	3768	81.9134	30.502	0.4573	0.1173	0.0619	19	0	0.6246	0.5162	0.5316	0.6285	0.1272	0.5319	0.0714	0.4361	0.1129	0.4941	0.010235044039652	0.005018164363532	0.008964279524464
LG1	18100001	18200000	18151294	5349	2962	114.2135	48.6016	0.403	0.2145	0.1018	21	4.091759892	0.5884	0.3792	0.3962	0.5901	0.1268	0.4265	0.0965	0.2236	0.1532	0.3848	0.009528545810821	0.005163702613098	0.007347943770151
LG1	18200001	18300000	18251600	6537	3365	119.5999	28.2979	0.6173	0.2098	0.1168	13	0	0.4113	0.4677	0.5519	0.5215	0.088	0.3842	0.1012	0.4035	0.2097	0.4589	0.009249211471409	0.00662730842127	0.007943184473836
LG1	18300001	18400000	18352062	4949	2648	104.2839	45.6979	0.3906	0.1474	0.0762	9	0	0.4398	0.5103	0.4223	0.5017	0.0847	0.307	0.0538	0.3655	0.0962	0.3244	0.012554854834491	0.00619750698934	0.010196579271151
LG1	18400001	18500000	18447009	4832	2861	50.7298	16.6465	0.5059	0.0728	0.046	14		0.6402	0.6862	0.5472	0.6718	0.1865	0.6061	0.095	0.6601	0.1679	0.5965	0.008519719598941	0.004074491058966	0.009629847782248
LG1	18500001	18600000	18553920	5293	2896	20.7813	50.1563	-0.4141	-0.0725	-0.0422	10	2.807987163	0.4595	0.5046	0.5333	0.3764	0.3291	0.5088	0.0624	0.5358	0.1694	0.3936	0.008468040901936	0.006799166172384	0.00911052522705
LG1	18600001	18700000	18648170	6062	3366	24.5498	65.6331	-0.4556	-0.0798	-0.0472	20	0	0.6435	0.7032	0.5888	0.6533	0.2355	0.6219	0.0697	0.6773	0.1787	0.5915	0.008131694652309	0.003139794732217	0.009103221360528
LG1	18700001	18800000	18740475	5602	3229	39.3942	50.6702	-0.1252	-0.0182	-0.0119	15		0.6822	0.7074	0.6372	0.6384	0.334	0.6903	0.1041	0.7228	0.1695	0.6308	0.010756038828924	0.005302712968294	0.012765899228826
LG1	18800001	18900000	18850212	6230	3368	37.307	107.5465	-0.4849	-0.11	-0.0696	16	0	0.5326	0.6177	0.6899	0.4291	0.3043	0.6732	0.1267	0.7203	0.2915	0.5401	0.010095499822469	0.00457419469062	0.010670759734789
LG1	18900001	19000000	18950141	5967	3247	22.2295	70.3128	-0.5196	-0.0948	-0.0574	15	2.82689763	0.6624	0.5808	0.6201	0.5325	0.3828	0.6879	0.194	0.6394	0.1484	0.5574	0.007886108772978	0.004962578742671	0.009201826505464
LG1	19000001	19100000	19051329	5347	3122	24.57	40.7809	-0.2481	-0.0339	-0.0198	20		0.5916	0.6356	0.5956	0.6231	0.1176	0.5889	0.0566	0.6351	0.1517	0.5732	0.008791678203509	0.00443037276986	0.010200873691129
LG1	19100001	19200000	19148415	6144	3376	95.3229	56.1901	0.2583	0.0855	0.0493	17	0.462654527	0.385	0.4268	0.4376	0.4525	0.1287	0.3496	0.0364	0.3843	0.1343	0.353	0.010042847360389	0.007630169899656	0.010051453072647
LG1	19200001	19300000	19247924	5295	3074	218.0892	22.2507	0.8148	0.4177	0.2037	20	0	0.6329	0.6453	0.7598	0.6314	0.2088	0.424	0.0449	0.4729	0.144	0.3873	0.010799384971842	0.004991273401192	0.005536587076364
LG1	19300001	19400000	19355496	5518	3332	51.8063	107.5459	-0.3498	-0.1269	-0.0676	17		0.5149	0.5817	0.5625	0.5468	0.2458	0.5423	0.0897	0.5964	0.2446	0.5226	0.011060460071881	0.004762304658906	0.010180388162633
LG1	19400001	19500000	19445309	4426	2461	22.0762	37.0605	-0.2534	-0.043	-0.0254	10		0.6005	0.5807	0.5092	0.5703	0.1837	0.615	0.1002	0.6172	0.1812	0.5556	0.007166408388891	0.002925973284601	0.00812621933049
LG1	19500001	19600000	19544219	5064	2741	40.3265	123.4489	-0.5075	-0.1931	-0.115	15	2.567267341	0.3121	0.3635	0.4671	0.3445	0.1289	0.5418	0.0433	0.6375	0.1742	0.5288	0.009921186539179	0.005308413883083	0.010841540644225
LG1	19600001	19700000	19647416	6288	3679	32.8509	58.4577	-0.2804	-0.0503	-0.0322	15	4.110992512	0.4408	0.4649	0.4913	0.4402	0.1068	0.6026	0.0695	0.632	0.1472	0.5767	0.008779625697893	0.003715483599291	0.009382801456932
LG1	19700001	19800000	19749280	6208	3402	153.347	48.0241	0.523	0.2015	0.1202	18	0.681805884	0.51	0.5889	0.553	0.5071	0.1498	0.4432	0.0386	0.504	0.1492	0.4074	0.009248799837826	0.004447991424588	0.007555901974183
LG1	19800001	19900000	19850848	5320	2999	117.5592	48.0098	0.4201	0.1757	0.0967	21	2.434100726	0.4802	0.5301	0.4203	0.4521	0.1291	0.3843	0.0594	0.4153	0.1392	0.3432	0.011675747975992	0.005199608634825	0.009129826012555
LG1	19900001	20000000	19947973	6141	2717	214.9427	81.4323	0.4505	0.1993	0.1325	13	0	0.3101	0.4133	0.3187	0.3821	0.1504	0.2933	0.0983	0.3675	0.2207	0.3267	0.016319375456904	0.009812783441527	0.01395669694693
LG1	20000001	20100000	20052612	5243	2926	46.5918	76.472	-0.2428	-0.0644	-0.0381	12		0.4336	0.4944	0.3984	0.4479	0.0986	0.4187	0.0234	0.472	0.1227	0.3826	0.011186720907337	0.005678444778866	0.010837366898237
LG1	20100001	20200000	20149576	4960	2871	177.5632	27.6465	0.7306	0.233	0.1507	16	0.740949459	0.5155	0.7122	0.5282	0.6064	0.3116	0.4192	0.0407	0.5562	0.4215	0.4441	0.010670571641821	0.005470287745024	0.008704034147742
LG1	20200001	20300000	20251495	5552	2759	174.4619	40.7067	0.6216	0.1871	0.139	16		0.533	0.6349	0.538	0.4974	0.1982	0.5697	0.1044	0.6725	0.2452	0.5113	0.013236105221747	0.00665058479088	0.012958435630761
LG1	20300001	20400000	20354817	4350	2105	285.2412	28.2959	0.8195	0.3887	0.2822	16	0	0.6022	0.7323	0.6352	0.5836	0.143	0.5947	0.0784	0.7212	0.2398	0.5449	0.014049221135519	0.003153001509127	0.009825108032196
LG1	20400001	20500000	20451023	4886	2935	75.891	21.4222	0.5597	0.0835	0.0592	21	1.560004418	0.6405	0.6926	0.6045	0.6649	0.1403	0.708	0.0483	0.7573	0.1958	0.7065	0.007350155742993	0.00270382764457	0.009715000842954
LG2	1	100000	49282	6420	3496	60.7057	38.6927	0.2215	0.0394	0.0239	13	0	0.6012	0.5827	0.481	0.571	0.0747	0.5501	0.0433	0.5508	0.0994	0.4858	0.011122516262083	0.004328722944537	0.011447040599481
LG2	100001	200000	150086	5190	3031	21.9443	26.4704	-0.0935	-0.009	-0.0062	15	0	0.6295	0.6216	0.5481	0.5312	0.0619	0.6916	0.0942	0.6986	0.1333	0.5886	0.007427530917961	0.002211473276583	0.008745467084673
LG2	200001	300000	249199	5237	3099	32.4587	47.4769	-0.1879	-0.0262	-0.0173	20		0.5656	0.5834	0.5353	0.5662	0.0745	0.625	0.0445	0.6491	0.099	0.5897	0.009518985271005	0.003234637144199	0.010102875343557
LG2	300001	400000	352380	3836	2118	57.5208	16.7578	0.5488	0.1102	0.0716	13	0.005558397	0.517	0.5527	0.5662	0.5553	0.0337	0.5411	0.2337	0.5816	0.3066	0.5505	0.008792162688519	0.00453671533237	0.009191921922734
LG2	400001	500000	447906	4262	2504	43.3844	30.8454	0.1689	0.033	0.023	11	1.442550863	0.3857	0.3293	0.4058	0.3557	0.0581	0.5285	0.0155	0.4894	0.0631	0.4737	0.011860834528491	0.007250107304105	0.011871065221616
LG2	500001	600000	551877	4451	1552	53.7428	39.3105	0.1551	0.0445	0.024	12	0	0.432	0.4908	0.6741	0.456	0.0659	0.584	0.0522	0.6281	0.1975	0.5761	0.010095225607743	0.004098283307577	0.00830501423794
LG2	600001	700000	655093	4370	2529	134.6774	71.5915	0.3058	0.1382	0.1041	5	0.401123145	0.2548	0.2125	0.315	0.2448	0.0511	0.3834	0.0596	0.3331	0.0637	0.3292	0.015702755893583	0.008306318436576	0.014766656730615
LG2	700001	800000	745708	5624	2999	36.1735	160.3219	-0.6318	-0.2954	-0.1963	15	1.676802791	0.0298	0.0506	0.4788	0.0649	0.0458	0.5667	0.064	0.4738	0.0598	0.4753	0.010031544746871	0.005685399710434	0.011204887125386
LG2	800001	900000	854573	5455	3032	57.3109	24.8369	0.3953	0.0802	0.0464	18	0	0.537	0.535	0.4768	0.5407	0.0673	0.4742	0.0404	0.4936	0.0875	0.43	0.008567846066473	0.003335012193724	0.007786747678474
